dish_id,dish_name,category,base_price,available_toppings,available_addons
2366,Rasgulla,Snack,293,"['Cheese', 'Coriander', 'Tomato']","['Extra Cheese', 'Papad', 'French Fries', 'Ice Cream', 'Chutney', 'Cold Drink']"
2367,Chicken Curry,Street Food,137,"['Dahi', 'Tomato', 'Onion', 'Anar Seeds']","['Extra Cheese', 'Chutney']"
2368,Paneer Tikka,Main Course,81,"['Anar Seeds', 'Tomato', 'Dahi', 'Coriander', 'Butter', 'Onion']",['Ice Cream']
2369,Pav Bhaji,Main Course,176,"['Coriander', 'Anar Seeds', 'Tomato', 'Cheese', 'Dahi', 'Onion']","['Papad', 'Ice Cream', 'Chutney']"
2370,Dal Tadka,Street Food,258,"['Dahi', 'Tomato', 'Onion', 'Butter', 'Cheese', 'Anar Seeds']","['Papad', 'French Fries']"
2371,Paneer Tikka,Dessert,264,"['Tomato', 'Butter', 'Dahi', 'Anar Seeds', 'Cheese', 'Coriander', 'Onion']","['Extra Cheese', 'Papad']"
2372,Chicken Curry,Main Course,258,"['Onion', 'Dahi', 'Anar Seeds', 'Cheese']","['Ice Cream', 'Papad', 'French Fries']"
2373,Upma,Snack,250,"['Onion', 'Coriander', 'Cheese', 'Anar Seeds', 'Tomato']","['Papad', 'Extra Cheese']"
2374,Paneer Tikka,Snack,160,"['Butter', 'Anar Seeds']","['Chutney', 'French Fries', 'Cold Drink', 'Extra Cheese']"
2375,Samosa,Drink,288,"['Onion', 'Butter', 'Coriander', 'Tomato', 'Dahi', 'Cheese', 'Anar Seeds']","['Papad', 'French Fries']"
2376,Sev Puri,Dessert,150,"['Tomato', 'Coriander', 'Cheese', 'Anar Seeds', 'Onion']","['Papad', 'Chutney', 'Extra Cheese', 'Ice Cream']"
2377,Samosa,Street Food,64,"['Cheese', 'Anar Seeds']",['French Fries']
2378,Dal Tadka,Main Course,265,"['Anar Seeds', 'Onion', 'Cheese', 'Tomato', 'Coriander']","['Papad', 'Ice Cream', 'Extra Cheese', 'French Fries', 'Chutney', 'Cold Drink']"
2379,Pav Bhaji,Dessert,141,"['Cheese', 'Tomato', 'Dahi', 'Anar Seeds', 'Onion', 'Coriander', 'Butter']","['Papad', 'French Fries', 'Cold Drink', 'Extra Cheese']"
2380,Misal Pav,Snack,274,"['Cheese', 'Dahi', 'Onion', 'Butter', 'Coriander', 'Tomato']","['Ice Cream', 'Cold Drink']"
2381,Veg Biryani,Snack,290,"['Dahi', 'Tomato', 'Cheese', 'Onion', 'Coriander']","['Chutney', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Papad']"
2382,Idli Sambar,Snack,263,"['Dahi', 'Anar Seeds', 'Butter']","['French Fries', 'Chutney']"
2383,Vada Pav,Dessert,295,"['Onion', 'Cheese']","['Papad', 'Extra Cheese', 'Chutney', 'Ice Cream', 'Cold Drink']"
2384,Butter Naan,Dessert,117,"['Tomato', 'Onion', 'Cheese', 'Dahi']","['Papad', 'Chutney', 'Extra Cheese', 'French Fries']"
2385,Chai,Dessert,120,"['Coriander', 'Butter', 'Cheese', 'Onion', 'Tomato', 'Anar Seeds', 'Dahi']","['French Fries', 'Ice Cream', 'Chutney']"
2386,Chai,Street Food,173,"['Dahi', 'Anar Seeds', 'Cheese', 'Onion', 'Coriander', 'Butter', 'Tomato']","['Cold Drink', 'Chutney', 'Extra Cheese']"
2387,Gulab Jamun,Snack,50,"['Cheese', 'Coriander', 'Tomato']","['Ice Cream', 'French Fries', 'Chutney', 'Extra Cheese', 'Cold Drink', 'Papad']"
2388,Idli Sambar,Street Food,173,"['Anar Seeds', 'Cheese', 'Onion', 'Butter', 'Dahi']","['French Fries', 'Extra Cheese', 'Papad']"
2389,Vada Pav,Street Food,207,['Tomato'],"['Ice Cream', 'French Fries']"
2390,Thali,Street Food,54,"['Cheese', 'Onion', 'Tomato', 'Butter', 'Dahi', 'Anar Seeds', 'Coriander']","['French Fries', 'Ice Cream', 'Papad', 'Extra Cheese']"
2391,Jalebi,Street Food,288,"['Anar Seeds', 'Tomato', 'Coriander', 'Dahi']","['Chutney', 'Extra Cheese', 'Ice Cream']"
2392,Thali,Drink,261,['Coriander'],"['Extra Cheese', 'French Fries', 'Chutney', 'Papad', 'Cold Drink', 'Ice Cream']"
2393,Pav Bhaji,Street Food,76,['Onion'],"['Papad', 'French Fries']"
2394,Lassi,Main Course,40,['Anar Seeds'],['Chutney']
2395,Pani Puri,Street Food,124,"['Tomato', 'Onion', 'Dahi', 'Anar Seeds', 'Cheese']","['Cold Drink', 'Papad']"
2396,Thali,Drink,255,"['Dahi', 'Onion', 'Butter', 'Coriander']","['Chutney', 'Ice Cream']"
2397,Ice Cream,Main Course,223,"['Onion', 'Butter', 'Dahi']","['Chutney', 'Cold Drink', 'Extra Cheese', 'Ice Cream']"
2398,Sev Puri,Street Food,154,['Cheese'],"['Cold Drink', 'French Fries', 'Chutney', 'Ice Cream', 'Papad']"
2399,Upma,Snack,97,"['Tomato', 'Dahi']","['Papad', 'French Fries', 'Ice Cream']"
2400,Poha,Drink,138,"['Dahi', 'Coriander', 'Onion']","['Papad', 'Cold Drink', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Chutney']"
2401,Bhel,Drink,235,"['Butter', 'Coriander', 'Dahi', 'Tomato']","['Ice Cream', 'Papad', 'Cold Drink', 'Chutney', 'Extra Cheese']"
2402,Thali,Snack,149,['Onion'],"['Ice Cream', 'French Fries', 'Extra Cheese', 'Papad', 'Chutney']"
2403,Paneer Tikka,Snack,145,"['Tomato', 'Onion', 'Coriander']","['Extra Cheese', 'Chutney', 'Ice Cream', 'Papad']"
2404,Vada Pav,Main Course,41,"['Tomato', 'Dahi', 'Cheese', 'Coriander', 'Anar Seeds', 'Butter']","['Chutney', 'French Fries', 'Cold Drink']"
2405,Chicken Curry,Main Course,70,"['Tomato', 'Butter', 'Dahi', 'Anar Seeds', 'Cheese']","['Cold Drink', 'Ice Cream', 'Extra Cheese', 'Papad']"
2406,Aloo Tikki,Dessert,206,"['Butter', 'Anar Seeds', 'Coriander', 'Cheese']","['Cold Drink', 'Chutney', 'Ice Cream', 'Extra Cheese', 'Papad']"
2407,Dal Tadka,Main Course,178,"['Cheese', 'Butter', 'Onion', 'Tomato', 'Anar Seeds']","['Papad', 'Extra Cheese', 'Chutney', 'French Fries']"
2408,Dhokla,Snack,250,"['Cheese', 'Coriander']","['Chutney', 'Papad', 'Extra Cheese', 'Cold Drink', 'French Fries', 'Ice Cream']"
2409,Chai,Main Course,282,['Onion'],"['Chutney', 'Ice Cream']"
2410,Dhokla,Street Food,198,"['Butter', 'Dahi', 'Cheese']","['Extra Cheese', 'Cold Drink', 'Chutney']"
2411,Rasgulla,Snack,142,"['Tomato', 'Dahi', 'Coriander']","['Chutney', 'Ice Cream', 'French Fries', 'Extra Cheese', 'Cold Drink', 'Papad']"
2412,Butter Naan,Dessert,221,"['Anar Seeds', 'Coriander', 'Onion', 'Butter', 'Cheese', 'Dahi', 'Tomato']","['Cold Drink', 'Chutney', 'Papad', 'Extra Cheese', 'Ice Cream', 'French Fries']"
2413,Misal Pav,Dessert,188,"['Anar Seeds', 'Butter', 'Tomato', 'Dahi']",['French Fries']
2414,Chole Bhature,Dessert,192,"['Onion', 'Coriander', 'Cheese', 'Anar Seeds', 'Tomato', 'Dahi']","['French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink', 'Papad']"
2415,Dal Tadka,Street Food,107,"['Coriander', 'Tomato', 'Dahi', 'Cheese', 'Anar Seeds', 'Butter', 'Onion']","['Extra Cheese', 'Cold Drink', 'Chutney', 'Ice Cream', 'French Fries', 'Papad']"
2416,Lassi,Drink,188,['Cheese'],"['Papad', 'Cold Drink', 'Ice Cream', 'French Fries', 'Chutney']"
2417,Gulab Jamun,Dessert,102,"['Onion', 'Coriander', 'Tomato', 'Dahi', 'Butter', 'Anar Seeds']","['Chutney', 'Cold Drink']"
2418,Cold Coffee,Snack,223,"['Butter', 'Onion', 'Cheese', 'Coriander']","['French Fries', 'Papad', 'Ice Cream', 'Extra Cheese', 'Chutney', 'Cold Drink']"
2419,Vada Pav,Dessert,61,"['Coriander', 'Tomato', 'Dahi', 'Anar Seeds', 'Butter', 'Cheese', 'Onion']","['Cold Drink', 'Extra Cheese', 'Chutney']"
2420,Fish Fry,Drink,172,"['Cheese', 'Tomato', 'Onion']","['Extra Cheese', 'Papad', 'Ice Cream', 'Chutney']"
2421,Pani Puri,Drink,271,"['Cheese', 'Dahi', 'Anar Seeds', 'Tomato', 'Onion', 'Coriander', 'Butter']","['Extra Cheese', 'Ice Cream', 'Chutney', 'Papad', 'French Fries', 'Cold Drink']"
2422,Veg Biryani,Street Food,166,"['Coriander', 'Butter']","['French Fries', 'Papad', 'Ice Cream', 'Chutney']"
2423,Butter Naan,Main Course,287,"['Tomato', 'Cheese', 'Anar Seeds', 'Dahi', 'Onion', 'Coriander']","['Ice Cream', 'Papad', 'Cold Drink', 'Extra Cheese', 'Chutney', 'French Fries']"
2424,Falooda,Street Food,177,"['Tomato', 'Onion', 'Cheese']","['Cold Drink', 'Ice Cream', 'Papad']"
2425,Jalebi,Main Course,61,"['Tomato', 'Onion', 'Dahi', 'Coriander']",['Cold Drink']
2426,Butter Naan,Main Course,265,['Onion'],"['Chutney', 'Ice Cream', 'French Fries']"
2427,Gulab Jamun,Main Course,104,"['Cheese', 'Coriander']","['Papad', 'Extra Cheese', 'Cold Drink', 'Chutney']"
2428,Bhel,Street Food,284,"['Coriander', 'Onion', 'Anar Seeds', 'Cheese', 'Butter']","['Cold Drink', 'Chutney', 'Papad', 'Extra Cheese', 'French Fries', 'Ice Cream']"
2429,Ice Cream,Drink,44,"['Butter', 'Cheese', 'Tomato', 'Anar Seeds', 'Onion', 'Coriander']","['Extra Cheese', 'Ice Cream', 'Chutney', 'Cold Drink']"
2430,Chai,Street Food,199,"['Dahi', 'Cheese', 'Onion', 'Tomato', 'Coriander', 'Anar Seeds', 'Butter']","['Chutney', 'Extra Cheese', 'Ice Cream']"
2431,Sev Puri,Street Food,81,"['Anar Seeds', 'Dahi', 'Onion', 'Coriander']","['French Fries', 'Chutney']"
2432,Sev Puri,Main Course,202,"['Dahi', 'Butter', 'Tomato', 'Cheese']","['Ice Cream', 'Papad', 'Cold Drink']"
2433,Fish Fry,Snack,202,"['Tomato', 'Coriander', 'Anar Seeds', 'Dahi', 'Onion', 'Butter']","['Chutney', 'Papad', 'Cold Drink', 'Ice Cream', 'Extra Cheese', 'French Fries']"
2434,Ice Cream,Dessert,272,"['Anar Seeds', 'Coriander', 'Cheese', 'Onion', 'Dahi', 'Tomato']",['Ice Cream']
2435,Butter Naan,Snack,117,"['Dahi', 'Cheese', 'Tomato']","['Cold Drink', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Chutney']"
2436,Lassi,Drink,189,"['Cheese', 'Butter', 'Tomato', 'Coriander', 'Dahi']","['Papad', 'Chutney', 'Extra Cheese', 'Cold Drink', 'Ice Cream']"
2437,Upma,Street Food,109,"['Onion', 'Cheese', 'Coriander', 'Butter', 'Tomato', 'Anar Seeds']","['Extra Cheese', 'Chutney', 'Ice Cream']"
2438,Veg Biryani,Main Course,273,"['Tomato', 'Cheese', 'Coriander', 'Anar Seeds', 'Onion', 'Dahi']","['Extra Cheese', 'Chutney', 'Papad']"
2439,Chicken Curry,Dessert,191,"['Coriander', 'Butter', 'Onion', 'Cheese', 'Dahi']","['Cold Drink', 'Papad', 'French Fries']"
2440,Fish Fry,Drink,100,"['Anar Seeds', 'Butter', 'Dahi', 'Tomato', 'Coriander', 'Onion']","['Ice Cream', 'Chutney', 'French Fries']"
2441,Fish Fry,Dessert,59,"['Coriander', 'Cheese', 'Tomato', 'Onion', 'Dahi', 'Anar Seeds']","['Chutney', 'Papad', 'Ice Cream', 'Cold Drink', 'French Fries']"
2442,Jalebi,Street Food,231,"['Onion', 'Anar Seeds', 'Coriander', 'Cheese', 'Tomato', 'Dahi']",['Extra Cheese']
2443,Lassi,Drink,186,"['Dahi', 'Onion', 'Coriander', 'Tomato', 'Anar Seeds', 'Cheese']","['Chutney', 'Ice Cream', 'French Fries', 'Extra Cheese']"
2444,Paratha,Main Course,68,"['Butter', 'Tomato', 'Anar Seeds']","['Chutney', 'Cold Drink', 'French Fries']"
2445,Rasgulla,Main Course,138,"['Anar Seeds', 'Tomato', 'Dahi', 'Butter', 'Onion', 'Cheese', 'Coriander']","['Cold Drink', 'Extra Cheese', 'French Fries', 'Papad', 'Chutney']"
2446,Dal Tadka,Snack,192,"['Onion', 'Cheese', 'Anar Seeds']","['Ice Cream', 'Chutney', 'French Fries', 'Papad']"
2447,Bhel,Main Course,114,"['Tomato', 'Dahi', 'Anar Seeds', 'Butter', 'Cheese', 'Onion']",['Ice Cream']
2448,Falooda,Snack,118,"['Dahi', 'Coriander', 'Anar Seeds', 'Butter']","['Extra Cheese', 'Ice Cream', 'Papad', 'Chutney', 'Cold Drink']"
2449,Misal Pav,Dessert,63,"['Onion', 'Anar Seeds', 'Dahi', 'Butter']","['French Fries', 'Chutney', 'Extra Cheese', 'Ice Cream', 'Papad', 'Cold Drink']"
2450,Dhokla,Main Course,192,"['Dahi', 'Cheese']","['French Fries', 'Papad', 'Cold Drink']"
2451,Chole Bhature,Main Course,242,"['Tomato', 'Dahi', 'Anar Seeds', 'Butter', 'Coriander', 'Onion', 'Cheese']","['Chutney', 'Extra Cheese', 'Ice Cream', 'French Fries']"
2452,Cold Coffee,Dessert,234,"['Anar Seeds', 'Butter', 'Cheese', 'Tomato', 'Onion']","['Cold Drink', 'Papad', 'Ice Cream', 'Chutney']"
2453,Pav Bhaji,Dessert,229,"['Onion', 'Tomato', 'Coriander']","['French Fries', 'Extra Cheese', 'Ice Cream']"
2454,Dhokla,Dessert,258,"['Butter', 'Tomato', 'Coriander', 'Onion', 'Dahi']","['Ice Cream', 'Extra Cheese', 'Chutney', 'French Fries', 'Papad']"
2455,Butter Naan,Drink,266,"['Butter', 'Dahi']","['French Fries', 'Ice Cream']"
2456,Chole Bhature,Dessert,52,"['Anar Seeds', 'Cheese']","['Chutney', 'Extra Cheese', 'Ice Cream', 'Papad']"
2457,Falooda,Dessert,50,"['Dahi', 'Onion', 'Butter', 'Coriander', 'Anar Seeds', 'Cheese']","['Chutney', 'Cold Drink']"
2458,Chai,Street Food,253,"['Butter', 'Coriander', 'Anar Seeds', 'Onion', 'Dahi']",['Ice Cream']
2459,Fish Fry,Dessert,149,['Butter'],"['Cold Drink', 'Papad']"
2460,Dhokla,Main Course,246,"['Tomato', 'Anar Seeds']","['French Fries', 'Papad', 'Extra Cheese', 'Ice Cream', 'Cold Drink', 'Chutney']"
2461,Rasgulla,Snack,161,"['Coriander', 'Onion', 'Anar Seeds']","['Cold Drink', 'Papad', 'French Fries']"
2462,Gulab Jamun,Main Course,194,"['Coriander', 'Onion', 'Anar Seeds', 'Tomato', 'Dahi']",['Cold Drink']
2463,Chole Bhature,Dessert,124,['Tomato'],"['Papad', 'Extra Cheese', 'Chutney', 'Ice Cream', 'Cold Drink', 'French Fries']"
2464,Dhokla,Street Food,173,"['Tomato', 'Coriander', 'Butter', 'Onion']","['Cold Drink', 'Ice Cream', 'Extra Cheese']"
2465,Vada Pav,Snack,290,"['Tomato', 'Butter', 'Anar Seeds', 'Dahi', 'Coriander', 'Cheese']","['Chutney', 'Cold Drink', 'French Fries', 'Ice Cream', 'Extra Cheese']"
2466,Dhokla,Main Course,156,"['Onion', 'Tomato', 'Dahi', 'Butter', 'Anar Seeds', 'Cheese', 'Coriander']","['Extra Cheese', 'Ice Cream', 'Cold Drink', 'Chutney']"
2467,Samosa,Drink,143,"['Coriander', 'Tomato', 'Onion', 'Cheese', 'Butter', 'Dahi', 'Anar Seeds']","['French Fries', 'Extra Cheese', 'Papad', 'Ice Cream']"
2468,Butter Naan,Snack,178,"['Butter', 'Coriander', 'Dahi', 'Cheese', 'Onion', 'Tomato']","['French Fries', 'Ice Cream', 'Extra Cheese']"
2469,Paneer Tikka,Main Course,119,"['Coriander', 'Onion']","['French Fries', 'Chutney']"
2470,Pani Puri,Street Food,111,"['Anar Seeds', 'Onion', 'Cheese']","['Chutney', 'Cold Drink']"
2471,Cold Coffee,Main Course,251,"['Dahi', 'Cheese']","['French Fries', 'Cold Drink', 'Papad', 'Extra Cheese', 'Ice Cream']"
2472,Paneer Tikka,Snack,171,"['Tomato', 'Coriander', 'Butter', 'Onion']",['French Fries']
2473,Masala Dosa,Main Course,86,"['Tomato', 'Dahi']",['Cold Drink']
2474,Misal Pav,Street Food,72,"['Butter', 'Dahi', 'Onion', 'Cheese', 'Coriander', 'Anar Seeds']","['Papad', 'Extra Cheese', 'Chutney', 'Ice Cream', 'Cold Drink', 'French Fries']"
2475,Falooda,Drink,74,"['Butter', 'Coriander', 'Tomato', 'Cheese']",['Cold Drink']
2476,Chicken Curry,Street Food,200,"['Dahi', 'Coriander', 'Onion', 'Cheese', 'Butter', 'Anar Seeds']","['Extra Cheese', 'Papad', 'Ice Cream']"
2477,Sev Puri,Main Course,214,"['Dahi', 'Cheese', 'Coriander', 'Tomato', 'Anar Seeds', 'Butter', 'Onion']","['Chutney', 'Ice Cream', 'Cold Drink', 'Papad']"
2478,Paratha,Main Course,47,"['Onion', 'Coriander', 'Butter', 'Anar Seeds']","['French Fries', 'Papad']"
2479,Dal Tadka,Snack,204,"['Butter', 'Dahi', 'Tomato', 'Coriander', 'Onion', 'Anar Seeds']",['Ice Cream']
2480,Chole Bhature,Snack,117,"['Onion', 'Dahi', 'Cheese', 'Butter', 'Anar Seeds', 'Coriander', 'Tomato']","['Chutney', 'Extra Cheese']"
2481,Lassi,Street Food,179,"['Tomato', 'Dahi', 'Anar Seeds']","['Ice Cream', 'Papad', 'French Fries']"
2482,Poha,Snack,217,"['Coriander', 'Cheese', 'Tomato', 'Dahi']","['Chutney', 'Papad']"
2483,Vada Pav,Dessert,232,"['Tomato', 'Cheese', 'Onion', 'Anar Seeds']",['French Fries']
2484,Misal Pav,Drink,140,"['Coriander', 'Dahi', 'Anar Seeds', 'Butter', 'Tomato']","['Extra Cheese', 'Cold Drink', 'Chutney', 'French Fries']"
2485,Paneer Tikka,Dessert,290,"['Anar Seeds', 'Dahi']","['Cold Drink', 'Papad']"
2486,Veg Biryani,Street Food,260,['Anar Seeds'],"['Chutney', 'Extra Cheese', 'French Fries']"
2487,Paratha,Street Food,187,"['Onion', 'Tomato', 'Anar Seeds', 'Dahi', 'Coriander', 'Butter']","['Cold Drink', 'French Fries', 'Chutney', 'Papad']"
2488,Aloo Tikki,Dessert,292,['Anar Seeds'],"['Cold Drink', 'Papad', 'Chutney']"
2489,Sev Puri,Drink,100,"['Coriander', 'Butter', 'Anar Seeds', 'Onion', 'Cheese', 'Tomato']","['French Fries', 'Extra Cheese', 'Cold Drink']"
2490,Thali,Main Course,157,"['Cheese', 'Butter', 'Coriander', 'Onion', 'Dahi', 'Tomato']","['Cold Drink', 'French Fries', 'Ice Cream', 'Extra Cheese', 'Papad', 'Chutney']"
2491,Fish Fry,Drink,279,"['Onion', 'Anar Seeds']","['Cold Drink', 'Extra Cheese', 'French Fries', 'Ice Cream']"
2492,Lassi,Street Food,63,"['Onion', 'Tomato', 'Coriander', 'Cheese']","['French Fries', 'Chutney']"
2493,Masala Dosa,Main Course,85,"['Onion', 'Tomato', 'Dahi', 'Cheese']","['Papad', 'Extra Cheese', 'Chutney']"
2494,Paratha,Snack,135,"['Tomato', 'Dahi', 'Butter', 'Onion', 'Anar Seeds']","['Extra Cheese', 'French Fries']"
2495,Masala Dosa,Street Food,229,"['Tomato', 'Anar Seeds']","['Ice Cream', 'Papad', 'Cold Drink']"
2496,Masala Dosa,Snack,250,"['Coriander', 'Cheese', 'Dahi']","['Papad', 'French Fries', 'Extra Cheese']"
2497,Fish Fry,Snack,154,['Dahi'],"['Chutney', 'French Fries', 'Extra Cheese', 'Papad']"
2498,Rasgulla,Dessert,266,"['Coriander', 'Butter', 'Anar Seeds', 'Onion', 'Tomato', 'Dahi']",['Papad']
2499,Falooda,Drink,104,"['Anar Seeds', 'Cheese', 'Onion']","['French Fries', 'Ice Cream']"
2500,Pav Bhaji,Drink,282,['Tomato'],"['Ice Cream', 'Papad', 'Cold Drink', 'French Fries']"
2501,Chicken Curry,Main Course,129,"['Anar Seeds', 'Butter', 'Dahi', 'Onion']","['Chutney', 'Ice Cream']"
2502,Paratha,Main Course,261,"['Anar Seeds', 'Onion', 'Tomato', 'Butter', 'Dahi']","['Extra Cheese', 'Chutney', 'Cold Drink', 'French Fries', 'Papad', 'Ice Cream']"
2503,Chai,Dessert,172,"['Coriander', 'Anar Seeds', 'Dahi']",['Papad']
2504,Chicken Curry,Main Course,87,"['Butter', 'Anar Seeds', 'Onion']","['Cold Drink', 'Ice Cream', 'Papad', 'French Fries']"
2505,Chai,Snack,222,"['Coriander', 'Tomato', 'Butter']","['Extra Cheese', 'Chutney', 'Papad', 'Ice Cream']"
2506,Bhel,Street Food,82,"['Tomato', 'Coriander', 'Cheese']","['Ice Cream', 'French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink', 'Papad']"
2507,Paneer Tikka,Dessert,289,"['Anar Seeds', 'Coriander', 'Onion', 'Tomato', 'Dahi', 'Butter']","['Cold Drink', 'French Fries']"
2508,Falooda,Main Course,241,"['Anar Seeds', 'Coriander', 'Tomato', 'Butter', 'Cheese']",['Chutney']
2509,Dal Tadka,Street Food,41,"['Coriander', 'Tomato', 'Dahi', 'Onion']","['Ice Cream', 'Papad', 'French Fries']"
2510,Paneer Tikka,Snack,187,"['Butter', 'Tomato', 'Onion', 'Cheese']","['Extra Cheese', 'Papad', 'Ice Cream', 'French Fries', 'Cold Drink']"
2511,Bhel,Main Course,60,"['Tomato', 'Anar Seeds', 'Cheese', 'Onion', 'Butter', 'Coriander']",['Extra Cheese']
2512,Vada Pav,Drink,97,"['Tomato', 'Dahi', 'Coriander', 'Onion', 'Cheese', 'Anar Seeds']","['Papad', 'Cold Drink', 'Chutney', 'French Fries', 'Ice Cream']"
2513,Jalebi,Drink,52,"['Butter', 'Coriander']","['Ice Cream', 'Cold Drink', 'French Fries', 'Chutney', 'Extra Cheese', 'Papad']"
2514,Paratha,Drink,113,"['Tomato', 'Dahi']","['Extra Cheese', 'Cold Drink']"
2515,Samosa,Street Food,161,"['Cheese', 'Onion', 'Tomato', 'Anar Seeds', 'Coriander', 'Butter', 'Dahi']",['Extra Cheese']
2516,Dal Tadka,Drink,155,"['Onion', 'Dahi']","['Chutney', 'Ice Cream', 'Extra Cheese', 'French Fries']"
2517,Pav Bhaji,Dessert,226,"['Dahi', 'Tomato', 'Anar Seeds', 'Onion', 'Cheese', 'Coriander']","['Ice Cream', 'Chutney', 'Papad', 'Extra Cheese', 'Cold Drink', 'French Fries']"
2518,Lassi,Street Food,139,['Cheese'],['Chutney']
2519,Masala Dosa,Snack,244,"['Cheese', 'Dahi']",['Cold Drink']
2520,Fish Fry,Main Course,134,"['Anar Seeds', 'Coriander', 'Cheese', 'Tomato']","['Cold Drink', 'Extra Cheese', 'Papad', 'French Fries']"
2521,Gulab Jamun,Snack,44,"['Dahi', 'Onion', 'Butter', 'Cheese', 'Tomato', 'Anar Seeds']","['Ice Cream', 'Papad', 'Cold Drink', 'Extra Cheese', 'Chutney', 'French Fries']"
2522,Butter Naan,Main Course,299,"['Butter', 'Cheese', 'Onion', 'Coriander', 'Tomato', 'Dahi']","['Papad', 'Extra Cheese']"
2523,Paratha,Snack,125,"['Cheese', 'Coriander', 'Onion', 'Butter', 'Tomato']","['Papad', 'French Fries']"
2524,Idli Sambar,Dessert,202,"['Onion', 'Coriander', 'Dahi', 'Tomato', 'Anar Seeds', 'Cheese', 'Butter']","['Extra Cheese', 'Chutney', 'Cold Drink', 'French Fries']"
2525,Gulab Jamun,Snack,76,"['Anar Seeds', 'Dahi']",['Extra Cheese']
2526,Cold Coffee,Drink,298,"['Tomato', 'Dahi']","['Ice Cream', 'French Fries', 'Chutney', 'Papad', 'Cold Drink', 'Extra Cheese']"
2527,Vada Pav,Dessert,197,"['Onion', 'Butter', 'Anar Seeds']","['French Fries', 'Chutney', 'Extra Cheese', 'Ice Cream', 'Papad']"
2528,Lassi,Main Course,246,"['Coriander', 'Butter', 'Cheese', 'Anar Seeds', 'Dahi', 'Tomato', 'Onion']","['Cold Drink', 'Chutney']"
2529,Masala Dosa,Drink,272,"['Dahi', 'Coriander', 'Cheese', 'Butter']","['Ice Cream', 'Cold Drink', 'Extra Cheese']"
2530,Cold Coffee,Dessert,148,"['Onion', 'Butter', 'Tomato']","['Ice Cream', 'Extra Cheese', 'Chutney', 'Cold Drink']"
2531,Gulab Jamun,Street Food,217,"['Butter', 'Cheese', 'Anar Seeds', 'Tomato']","['Ice Cream', 'Cold Drink', 'Chutney', 'Extra Cheese']"
2532,Ice Cream,Snack,53,"['Butter', 'Coriander', 'Cheese', 'Onion', 'Anar Seeds', 'Dahi', 'Tomato']",['French Fries']
2533,Chai,Drink,140,['Coriander'],"['French Fries', 'Extra Cheese', 'Cold Drink', 'Papad']"
2534,Cold Coffee,Street Food,104,['Dahi'],"['French Fries', 'Ice Cream', 'Papad']"
2535,Misal Pav,Drink,247,"['Butter', 'Coriander', 'Cheese', 'Tomato', 'Onion', 'Anar Seeds', 'Dahi']","['Papad', 'Ice Cream']"
2536,Misal Pav,Snack,90,['Anar Seeds'],"['Chutney', 'Papad', 'Cold Drink', 'Extra Cheese', 'French Fries']"
2537,Chai,Drink,96,"['Anar Seeds', 'Cheese', 'Butter']","['French Fries', 'Ice Cream', 'Cold Drink', 'Extra Cheese', 'Chutney', 'Papad']"
2538,Samosa,Dessert,101,"['Cheese', 'Onion', 'Dahi', 'Tomato', 'Butter']","['Extra Cheese', 'Chutney', 'Ice Cream']"
2539,Aloo Tikki,Drink,105,"['Dahi', 'Tomato', 'Coriander', 'Onion', 'Cheese']","['Chutney', 'Papad', 'Cold Drink']"
2540,Butter Naan,Dessert,218,['Anar Seeds'],"['Ice Cream', 'Cold Drink', 'Papad', 'Chutney', 'French Fries']"
2541,Dhokla,Dessert,246,"['Butter', 'Onion', 'Anar Seeds', 'Dahi', 'Coriander']","['Extra Cheese', 'Ice Cream', 'Chutney', 'Papad', 'French Fries', 'Cold Drink']"
2542,Thali,Snack,54,"['Butter', 'Dahi', 'Onion', 'Tomato', 'Coriander', 'Cheese']","['Chutney', 'Papad', 'Extra Cheese', 'Ice Cream', 'French Fries', 'Cold Drink']"
2543,Gulab Jamun,Snack,56,"['Onion', 'Cheese', 'Butter', 'Anar Seeds', 'Tomato', 'Coriander', 'Dahi']","['Ice Cream', 'Cold Drink', 'Papad', 'Chutney', 'French Fries', 'Extra Cheese']"
2544,Paneer Tikka,Main Course,41,"['Dahi', 'Coriander', 'Onion', 'Tomato', 'Cheese', 'Butter', 'Anar Seeds']","['French Fries', 'Chutney', 'Extra Cheese', 'Papad', 'Ice Cream', 'Cold Drink']"
2545,Chole Bhature,Drink,244,['Coriander'],"['Papad', 'Ice Cream', 'Cold Drink', 'Chutney', 'Extra Cheese', 'French Fries']"
2546,Chicken Curry,Dessert,188,"['Anar Seeds', 'Onion', 'Coriander', 'Tomato', 'Cheese', 'Butter']","['Cold Drink', 'Extra Cheese', 'Chutney']"
2547,Pav Bhaji,Main Course,243,"['Onion', 'Dahi', 'Tomato', 'Cheese', 'Butter']","['French Fries', 'Chutney', 'Ice Cream', 'Cold Drink', 'Extra Cheese']"
2548,Masala Dosa,Drink,217,"['Anar Seeds', 'Coriander', 'Butter', 'Tomato']",['Papad']
2549,Lassi,Dessert,189,['Coriander'],"['French Fries', 'Papad', 'Extra Cheese', 'Ice Cream', 'Cold Drink']"
